CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT,BARRI,DISTRICTE,ADRECA,CCAE
,La Rambla,135,"MIQUEL SOLANA, M.",Comerç,Perfumeria,41.542318,2.11109,,937255924,,qdq.com_2026,,1,La Rambla 135,
,Carrer de Sant Oleguer,,"LAKSHMI MADE WITH JOY, S.L.",Comerç,Subministres perruqueria,41.541586,2.112537,lakshmi.es,937270678,,qdq.com_2026,,1,Carrer de Sant Oleguer,
,Carrer de Gràcia,56,JOIERIA CATALANA,Comerç,Joieria,41.548505,2.106399,,937253582,,qdq.com_2026,,1,Carrer de Gràcia 56,
,La Rambla,60,JOYERIA J. SENSERRICH,Comerç,Joieria,41.544566,2.109876,,937261686,,qdq.com_2026,,1,La Rambla 60,
,Carrer de les Tres Creus,1,JOIERIA FAYOS,Comerç,Joieria,41.546773,2.109939,,937251988,,qdq.com_2026,,1,Carrer de les Tres Creus 1,
,Carrer de les Tres Creus,1,"FAYOS CASELLAS, F.",Servei,Joieria,41.546773,2.109939,,,,qdq.com_2026,,1,Carrer de les Tres Creus 1,
,Carrer de Valls,15,TOUS,Comerç,Joieria,41.548741,2.107627,,937480292,,qdq.com_2026,,1,Carrer de Valls 15,
,La Rambla,213,OPTICA GUFFO,Comerç,Òptica,41.540553,2.111945,,937267029,,qdq.com_2026,,1,La Rambla 213,
,Passeig de Manresa,24,MULTIÓPTICAS PORTA,Comerç,Òptica,41.548706,2.108272,,937259364,,qdq.com_2026,,1,Passeig de Manresa 24,
,Passeig de Manresa,41,LUXOR,Comerç,Joieria,41.549064,2.107972,,937256574,,qdq.com_2026,,1,Passeig de Manresa 41,
,Plaça del Mercat,242-243,"MESTRE PUIG, M.",Comerç,Joieria,41.547363,2.104982,,937272968,,qdq.com_2026,,1,Plaça del Mercat 242-243,
,Carrer de l'Escola Industrial,32,CAYELLAS JOIERS,Comerç,Joieria,41.547383,2.105961,,937255915,,qdq.com_2026,,1,Carrer de l'Escola Industrial 32,
,Carrer de Cervantes,34,URKUNDE,Comerç,Electricitat,41.541418,2.109625,,937205119,,qdq.com_2026,,1,Carrer de Cervantes 34,
,Plaça del Gas,5,JORDI LARA PUERTO,Comerç,Joieria,41.54549,2.106455,,937255354,,qdq.com_2026,,1,Plaça del Gas 5,
,Via Massagué,36,MARRAL,Comerç,Joieria,41.550408,2.10743,,937251145,,qdq.com_2026,,1,Via Massagué 36,
,Passeig de la Plaça Major,15,ABANT JOIERS,Comerç,Joieria,41.547183,2.108803,,937266392,,qdq.com_2026,,1,Passeig de la Plaça Major 15,
,Carrer de l'Escola Industrial,13,OPTICA MARTIN,Comerç,Òptica,41.547743,2.106533,,937259342,,qdq.com_2026,,1,Carrer de l'Escola Industrial 13,
,Carrer de Corominas,15,VISTA ÓPTICA,Comerç,Òptica,41.547038,2.104435,http://www.vistaoptica.com,937273752,,qdq.com_2026,,1,Carrer de Corominas 15,
,Carrer de Capmany,75,JOSE CAYELLAS JUNQUE,Comerç,Joieria,41.5511862,2.1060552,,937169551,,qdq.com_2026,,1,Carrer de Capmany 75,
,Carrer de Sant Cugat,22,ÒPTICA SAMARANCH,Comerç,Òptica,41.545659,2.105192,,937277014,,qdq.com_2026,,1,Carrer de Sant Cugat 22,
,Via Massagué,50,RELLOTGES PÚBLICS & CONTROL,Comerç,Rellotgeria,41.55116,2.106926,,937251596,,qdq.com_2026,,1,Via Massagué 50,
,Passeig de la Plaça Major,70,PAPELERÍA FIGUEROLA,Comerç,Papereria,41.548187,2.108656,,937260544,,qdq.com_2026,,1,Passeig de la Plaça Major 70,
,Carrer de Gràcia,22,CALZADOS TORRAS,Comerç,Calçats,41.547529,2.10731,,937253984,,qdq.com_2026,,1,Carrer de Gràcia 22,
,Carrer de Gràcia,34,MARLOS,Comerç,Calçats,41.54786,2.106998,,937274915,,qdq.com_2026,,1,Carrer de Gràcia 34,
,Carrer de la Rosa,18,PAPERERIA FAYOS,Comerç,Papereria,41.54728,2.108063,,937256180,,qdq.com_2026,,1,Carrer de la Rosa 18,
,Carrer de la Font,37-39,CALÇATS MOIX,Comerç,Calçats,41.546315,2.105679,,937257770,,qdq.com_2026,,1,Carrer de la Font 37-39,
,Carrer de Sant Antoni,32,SABATERIA ALPAS,Comerç,Calçats,41.547995,2.107272,,937257907,,qdq.com_2026,,1,Carrer de Sant Antoni 32,
,Plaça de les Marquilles,2,FLORISTERIA BOSCH,Comerç,Floristeria,41.546109,2.105692,,937260735,,qdq.com_2026,,1,Plaça de les Marquilles 2,
,Carrer de Garcilaso,15,PALOU PAPELES TEXTILES,Comerç,Papereria,41.55045,2.105973,,937251375,,qdq.com_2026,,1,Carrer de Garcilaso 15,
,Carrer de Calderón,90,FLORA OTIN LASIERRA,Comerç,Papereria,41.547187,2.102858,,937262593,,qdq.com_2026,,1,Carrer de Calderón 90,
,Carrer de la Salut,62,CARALT,Comerç,Floristeria,41.550755,2.110186,,937450506,,qdq.com_2026,,1,Carrer de la Salut 62,
,Carrer de Borriana,25,CARLOTA SEGALÀ,Comerç,Floristeria,41.547488,2.109208,,937278267,,qdq.com_2026,,1,Carrer de Borriana 25,
,Carrer de la Palanca,7,GOMBAU,Comerç,Papereria,41.548277,2.109074,,937258780,,qdq.com_2026,,1,Carrer de la Palanca 7,
,Carrer de la Indústria,18,ABACUS,Comerç,Papereria,41.547125,2.111143,,937270164,,qdq.com_2026,,1,Carrer de la Indústria 18,
,Passeig de la Plaça Major,70,"FIGUEROLA, J.",Comerç,Papereria,41.548187,2.108656,,937260255,,qdq.com_2026,,1,Passeig de la Plaça Major 70,
,Carrer de la Lluna,49,LA BOTA D'OR,Comerç,Sabateria-Reparació,41.550027,2.109246,http://www.botador.com,672025001,,qdq.com_2026,,1,Carrer de la Lluna 49,
,Rambla,33,DIMA,Comerç,Sabateria,41.545212,2.109694,,937256125,,qdq.com_2026,,1,Rambla 33,
,Carrer de la Font,37,CALÇATS MOIX,Comerç,Sabateria,41.546315,2.105679,,937257770,,qdq.com_2026,,1,Carrer de la Font 37,
,Rambla,175,"ACIN ACIN, A.",Comerç,Sabateria,41.541368,2.111547,,937273397,,qdq.com_2026,,1,Rambla 175,
,Rambla,175,DESTINO,Comerç,Sabateria,41.541368,2.111547,,678236667,,qdq.com_2026,,1,Rambla 175,
,Carrer de Via Massagué,36,"RIBES ESTEVE, A.",Comerç,Perfumeria,41.550408,2.10743,,937251180,,qdq.com_2026,,1,Carrer de Via Massagué 36,
,Rambla,135,"MIQUEL SOLANA, M.",Comerç,Perfumeria,41.542318,2.11109,,937255924,,qdq.com_2026,,1,Rambla 135,
,Plaça Alcalde Marcet,6,JOLVI'S KIM,Comerç,Subministraments Perruqueria,41.551573,2.106805,http://www.jolvis.com,937266640,,qdq.com_2026,,1,Plaça Alcalde Marcet 6,
,Passeig Plaça Major,65,MERCERIA LA MODA,Merceria,Teixits i Merceria,41.548213,2.108441,,937256123,,qdq_2026,,1,Passeig Plaça Major 65,
,Passeig Plaça Major,66,CASA TRAVERIA,Merceria,Teixits i Merceria,41.548151,2.108728,,937250576,,qdq_2026,,1,Passeig Plaça Major 66,
,Calle Pasteral,13,"ROMERO MURILLO, C.",Merceria,Teixits i Merceria,41.548003,2.127913,,937258161,,qdq_2026,,1,Calle Pasteral 13,
,Calle Rambla,60,JOYERIA J. SENSERRICH,Joieria,Joieria i Rellotgeria,41.544566,2.109876,,937261686,,qdq_2026,,1,Calle Rambla 60,
,Calle Gràcia,56,JOIERIA CATALANA,Joieria,Joieria i Rellotgeria,41.548505,2.106399,,937253582,,qdq_2026,,1,Calle Gràcia 56,
,Calle Corominas,15,VISTA ÓPTICA,Òptica,Òptica,41.547038,2.104435,http://www.vistaoptica.com,937273752,,qdq_2026,,1,Calle Corominas 15,
,Calle Escola Industrial,13,OPTICA MARTIN,Òptica,Òptica,41.547743,2.106533,,937259342,,qdq_2026,,1,Calle Escola Industrial 13,
,Calle Valls,15,TOUS,Joieria,Joieria i Rellotgeria,41.548741,2.107627,,937480292,,qdq_2026,,1,Calle Valls 15,
,Calle Escola Industrial,32,CAYELLAS JOIERS,Joieria,Joieria i Rellotgeria,41.547383,2.105961,,937255915,,qdq_2026,,1,Calle Escola Industrial 32,
,Passeig Plaça Major,15,ABANT JOIERS,Joieria,Joieria i Rellotgeria,41.547183,2.108803,,937266392,,qdq_2026,,1,Passeig Plaça Major 15,
,Calle Font,22,XERCAVINS JOIERS,Joieria,Joieria i Rellotgeria,41.546700,2.105582,,937255524,,qdq_2026,,1,Calle Font 22,
,Plaza Sant Roc,22,COTTET ÒPTICS,Òptica,Òptica,41.545953,2.108259,http://www.cottet.es,937466192,,qdq_2026,,1,Plaza Sant Roc 22,
,Calle Sant Cugat,22,ÒPTICA SAMARANCH,Òptica,Òptica,41.545659,2.105192,,937277014,,qdq_2026,,1,Calle Sant Cugat 22,
,Passeig Manresa,41,LUXOR,Joieria,Joieria i Rellotgeria,41.549064,2.107972,,937256574,,qdq_2026,,1,Passeig Manresa 41,
,Plaza Mercat,242-243,"MESTRE PUIG, M.",Joieria,Joieria i Rellotgeria,41.547363,2.104982,,937272968,,qdq_2026,,1,Plaza Mercat 242-243,
,Plaza Gas,5,JORDI LARA PUERTO,Joieria,Joieria i Rellotgeria,41.545490,2.106455,,937255354,,qdq_2026,,1,Plaza Gas 5,
,Passeig Plaça Major,1,OPTICA ANDORRANA,Òptica,Òptica,41.546833,2.108864,,937250485,,qdq_2026,,1,Passeig Plaça Major 1,
,Calle Rambla,168,HIDALGO,Joieria,Joieria i Rellotgeria,41.541735,2.111248,http://www.grupohidalgo.net,937263101,,qdq_2026,,1,Calle Rambla 168,
,Calle Rambla,39,PONSA,Joieria,Joieria i Rellotgeria,41.545005,2.109791,http://www.joyeriaponsa.com,,,qdq_2026,,1,Calle Rambla 39,
,Calle Tres Creus,1,JOIERIA FAYOS,Joieria,Joieria i Rellotgeria,41.546773,2.109939,,937251988,,qdq_2026,,1,Calle Tres Creus 1,
,Calle Tres Creus,4,TRANS - OR,Compra-Venda Or,Compra-Venda Metalls Preciosos,41.546656,2.110035,http://www.trans-or.com,937268427,,qdq_2026,,1,Calle Tres Creus 4,
,Calle Vía Massagué,36,MARRAL,Joieria,Joieria i Rellotgeria,41.550408,2.107430,,937251145,,qdq_2026,,1,Calle Vía Massagué 36,
,Calle Rambla,5-7,GENERAL ÓPTICA,Òptica,Òptica,41.546018,2.109250,http://www.generaloptica.es,937255555,,qdq_2026,,1,Calle Rambla 5-7,
,Calle Rambla,41,RIBAS OPTICS,Òptica,Òptica,41.544997,2.109791,,937259967,,qdq_2026,,1,Calle Rambla 41,
,Calle Capmany,75,JOSE CAYELLAS JUNQUE,Joieria,Joieria i Rellotgeria,41.551186,2.106055,,937169551,,qdq_2026,,1,Calle Capmany 75,
,Calle Cervantes,34,URKUNDE,Cables elèctrics,Cables i Telecomunicacions,41.541418,2.109625,,937205119,,qdq_2026,,1,Calle Cervantes 34,
,Calle Tres Creus,1,"FAYOS CASELLAS, F.",Joieria,Joieria i Rellotgeria,41.546773,2.109939,,937260134,,qdq_2026,,1,Calle Tres Creus 1,
,Passeig Manresa,24,MULTIÓPTICAS PORTA,Òptica,Òptica,41.548706,2.108272,,937259364,,qdq_2026,,1,Passeig Manresa 24,
,Calle Gràcia,48,PERRUQUERIA ANNA BUILS,Perruqueria,Perruqueria i Estètica,41.548335,2.106555,,937269016,,qdq_2026,,1,Calle Gràcia 48,
,Calle Gràcia,22,CALZADOS TORRAS,Sabateria,Calçat,41.547529,2.107310,,937253984,,qdq_2026,,1,Calle Gràcia 22,
,Calle Gràcia,34,MARLOS,Sabateria,Calçat,41.547860,2.106998,,937274915,,qdq_2026,,1,Calle Gràcia 34,
,Calle Font,37-39,CALÇATS MOIX,Sabateria,Calçat,41.546315,2.105679,,937257770,,qdq_2026,,1,Calle Font 37-39,
,Plaza Marquilles,2,FLORISTERIA BOSCH,Floristeria,Floristeria,41.546109,2.105692,,937260735,,qdq_2026,,1,Plaza Marquilles 2,
,Calle Santa Ana,7,MORENO PELUQUEROS,Perruqueria,Perruqueria i Estètica,41.548239,2.107844,,935808030,,qdq_2026,,1,Calle Santa Ana 7,
,Calle Calderon,62-66,BELEN ESCUDE,Perruqueria,Perruqueria i Estètica,41.547874,2.105100,http://www.belenescude.es,937252579,,qdq_2026,,1,Calle Calderon 62-66,
,Carrer Rosa,26,RAFFEL PAGES,Perruqueria,Perruqueria i Estètica,41.547181,2.107967,http://www.raffelpagesfrancescmacia.com,937686840,,qdq_2026,,1,Carrer Rosa 26,
,Calle Sant Antoni,32,SABATERIA ALPAS,Sabateria,Calçat,41.547995,2.107272,,937257907,,qdq_2026,,1,Calle Sant Antoni 32,
,Calle Corominas,25,JARDI DEL MERCAT,Floristeria,Floristeria,41.547227,2.104338,,937275687,,qdq_2026,,1,Calle Corominas 25,
,Calle Lluna,49,LA BOTA D'OR,Reparació calçat,Reparació Calçat,41.550027,2.109246,http://www.botador.com,672025001,,qdq_2026,,1,Calle Lluna 49,
,Carrer Rosa,1-3,URREA BELLEZA,Perruqueria,Perruqueria i Estètica,41.547469,2.10854,,937269816,,qdq_2026,,1,Carrer Rosa 1-3,
,Calle Colom,16,NATURAL,Perruqueria,Perruqueria i Estètica,41.54668,2.104508,,937478212,,qdq_2026,,1,Calle Colom 16,
,Calle Sant Quirce,25,ADUHO,Perruqueria,Perruqueria i Estètica,41.546488,2.106944,,937265358,,qdq_2026,,1,Calle Sant Quirce 25,
,Calle Borriana,25,CARLOTA SEGALÀ,Floristeria,Floristeria,41.547488,2.109208,,937278267,,qdq_2026,,1,Calle Borriana 25,
,Carrer de Gràcia,179,PERRUQUERS DKPS,Perruqueria,Perruqueria i Estètica,41.5505731,2.104459,https://www.joanperruquersdkps.es,937275163,DL-DV 09:30-19:30 DS 09:00-15:00,qdq_2026,,1,Carrer de Gràcia 179,
,Calle Sant Quirze,25,ENRIC,Perruqueria,Perruqueria i Estètica,41.546488,2.106944,,937266600,,qdq_2026,,1,Calle Sant Quirze 25,
,Calle Salut,62,CARALT,Floristeria,Floristeria,41.550755,2.110186,,937450506,,qdq_2026,,1,Calle Salut 62,
,Calle Mestre Rius,7,MONTSE ESTILISTES,Perruqueria,Perruqueria i Estètica,41.547533,2.109244,,937273836,,qdq_2026,,1,Calle Mestre Rius 7,
,Calle Advocat Cirera,13,D'TALLS PERRUQUERS,Perruqueria,Perruqueria i Estètica,41.545843,2.107448,,937254101,,qdq_2026,,1,Calle Advocat Cirera 13,
,Calle Sant Joan,45,PENTINATS S.L.,Perruqueria,Perruqueria i Estètica,41.547086,2.109795,,937250540,,qdq_2026,,1,Calle Sant Joan 45,
,Calle Colom,36,FERRETERIA FEU,Ferreteria,Ferreteria i Bricolatge,41.546473,2.104079,,937255199,,qdq_2026,,1,Calle Colom 36,
,Calle Gràcia,38,ADRADOS J.,Botiga Roba Home,Roba i Moda,41.547995,2.106878,,937279612,,qdq_2026,,1,Calle Gràcia 38,
,Calle Rosa,18,PAPERERIA FAYOS,Papereria,Papereria i Llibreria,41.54728,2.108063,,937256180,,qdq_2026,,1,Calle Rosa 18,
,Calle Migdia,9,CAL SALAS,Botiga Roba,Roba i Moda,41.545098,2.106913,,937260148,,qdq_2026,,1,Calle Migdia 9,
,Rambla Sabadell,64,MASSIMO DUTTI,Botiga Roba Home,Roba i Moda,41.548605,2.107329,,937256116,,qdq_2026,,1,Rambla Sabadell 64,
,Calle Jesús,5,PULLIGAN INTERNACIONAL,Botiga Roba,Roba i Moda,41.54866,2.107699,,937251474,,qdq_2026,,1,Calle Jesús 5,
,Ronda Zamenhof,25,XEVIOT,Botiga Roba Home,Roba i Moda,41.551613,2.104643,http://www.xeviot.es,937484249,,qdq_2026,,1,Ronda Zamenhof 25,
,Calle Rambla,,CITY STOCKS,Botiga Roba Dona,Roba i Moda,41.545713,2.109299,,937250009,,qdq_2026,,1,Calle Rambla,
,Calle Sant Cugat,84,MEI COM,Botiga Roba Dona,Roba i Moda,41.544328,2.103634,,937265204,,qdq_2026,,1,Calle Sant Cugat 84,
,Calle Garcilaso,15,PALOU PAPELES TEXTILES,Paper i Tèxtil,Papereria i Llibreria,41.55045,2.105973,,937251375,,qdq_2026,,1,Calle Garcilaso 15,
,Passeig Plaça Major,25,GLAM'S,Botiga Roba Dona,Roba i Moda,41.547425,2.108767,http://www.glams.cat,629992931,,qdq_2026,,1,Passeig Plaça Major 25,
,Calle Gràcia,51-53,DITEX,Botiga Roba Dona,Roba i Moda,41.548017,2.106886,,937270566,,qdq_2026,,1,Calle Gràcia 51-53,
,Carrer Sant Quirze,55,VOTRE MIROIR,Botiga Roba Dona,Roba i Moda,41.546172,2.105898,,656776750,,qdq_2026,,1,Carrer Sant Quirze 55,
,Calle Calderón,20,"CABANILLAS RODRIGUEZ, A.",Botiga Roba Dona,Roba i Moda,41.548272,2.106638,,937270007,,qdq_2026,,1,Calle Calderón 20,
,Calle Calderón,90,FLORA OTIN LASIERRA,Papereria,Papereria i Llibreria,41.547187,2.102858,,937262593,,qdq_2026,,1,Calle Calderón 90,
,Calle Valls,12-14,M.B. 2,Botiga Roba Dona,Roba i Moda,41.548983,2.10777,,937257583,,qdq_2026,,1,Calle Valls 12-14,
,Calle Palanca,17,TOMMY,Botiga Roba,Roba i Moda,41.548376,2.109264,,937254695,,qdq_2026,,1,Calle Palanca 17,
,Calle Salut,4,MONTS INTERIORS,Botiga Roba,Roba i Moda,41.549532,2.108758,,937256994,,qdq_2026,,1,Calle Salut 4,
,Calle Palanca,13,BOUTIQUE PAQUITA,Botiga Roba Dona,Roba i Moda,41.54834,2.109193,,937262574,,qdq_2026,,1,Calle Palanca 13,
,Calle Josep Renom,17,"HERBERTS ESPAÑOLA, S.A.",Pinturas i Vernissos,Ferreteria i Materials,41.551211,2.105576,,937262829,,qdq_2026,,1,Calle Josep Renom 17,
,Calle Sant Joan,37,CITY TIMES,Botiga Roba Dona,Roba i Moda,41.547445,2.10971,,937270591,,qdq_2026,,1,Calle Sant Joan 37,
,Passeig Plaça Major,70,PAPELERÍA FIGUEROLA,Papereria,Papereria i Llibreria,41.548187,2.108656,,937260544,,qdq_2026,,1,Passeig Plaça Major 70,
,Passeig Plaça Major,70,"FIGUEROLA, J.",Subministres Papereria,Papereria i Llibreria,41.548187,2.108656,,937260255,,qdq_2026,,1,Passeig Plaça Major 70,
,Calle Palanca,7,GOMBAU,Papereria,Papereria i Llibreria,41.548277,2.109074,,937258780,,qdq_2026,,1,Calle Palanca 7,
,Calle Industría,18,ABACUS,Papereria,Papereria i Llibreria,41.547125,2.111143,,937270164,,qdq_2026,,1,Calle Industría 18,
,Calle Sant Cugat,11,INTERIORS,Mobles i Decoració,Mobles i Decoració,41.545758,2.105478,http://www.interiorscasquet.com,937250179,,qdq_2026,,1,Calle Sant Cugat 11,
,Calle Rambla,138,RIBALTA,Mobles,Mobles i Decoració,41.542497,2.110875,,937252744,,qdq_2026,,1,Calle Rambla 138,
,Ronda Zamenhof,,ESTUDI MOPLE VILALTA,Mobles a Mida,Mobles i Decoració,41.550599,2.100505,,937251928,,qdq_2026,,1,Ronda Zamenhof,
,Calle Tres Creus,4,TRANS-OR,Joieria (compravenda or),Joieria i Rellotgeria,41.546656,2.110035,http://www.trans-or.com,937268427,,qdq_2026,,1,Calle Tres Creus 4,
,Calle Duran i Sors,42,INFOSERVEIS,Serveis informàtics,Informàtica i Tecnologia,41.539767,2.109536,http://www.inforserveis.cat,937252065,,qdq_2026,,1,Calle Duran i Sors 42,
,Calle Montserrat,3-5,"4 INFORMATICA, S.C.P.",Serveis informàtics,Informàtica i Tecnologia,41.543204,2.110156,http://www.4inf.com,937270893,,qdq_2026,,1,Calle Montserrat 3-5,
,Calle Planes,39,DTNET SD,Serveis informàtics,Informàtica i Tecnologia,41.543593,2.107755,,933808440,,qdq_2026,,1,Calle Planes 39,
,Calle Sant Cugat,49,"TEPSIS SBD, S.L.",Serveis informàtics,Informàtica i Tecnologia,41.54503,2.104586,,937480573,,qdq_2026,,1,Calle Sant Cugat 49,
,Rambla,109,MILAR BRUNET,Electrodomèstics,Electrodomèstics i Electrònica,41.543232,2.110645,,937257888,,qdq_2026,,1,Rambla 109,
,Plaza Sant Jaume,3,TECHNI-WEB SABADELL SIQUARS,Serveis informàtics,Informàtica i Tecnologia,41.546537,2.104735,,937273261,,qdq_2026,,1,Plaza Sant Jaume 3,
,Calle Sant Llorenç,10,CVS TOT ORDINADORS,Serveis informàtics,Informàtica i Tecnologia,41.547987,2.111594,http://www.cvs.es,937478468,,qdq_2026,,1,Calle Sant Llorenç 10,
,Calle Rambla,14,RADIO GRAU,Electrodomèstics,Electrodomèstics i Electrònica,41.545803,2.10925,http://www.radiograu.com,937259333,,qdq_2026,,1,Calle Rambla 14,
,Plano Enrique Granados,1-3,VORWERK,Electrodomèstics,Electrodomèstics i Electrònica,41.548605,2.107329,http://www.vorwerk.es,937457998,,qdq_2026,,1,Plano Enrique Granados 1-3,
,Calle Josep Renom,44,"AMBIT DE GESTIO INFORMATIC, S.L.",Serveis informàtics,Informàtica i Tecnologia,41.550623,2.103227,,937156272,,qdq_2026,,1,Calle Josep Renom 44,
,Calle Ronda Zamenhof,153,ECOMPUTER,Serveis informàtics,Informàtica i Tecnologia,41.5503074,2.0996998,http://www.ecomputer.es,934618961,,qdq_2026,,1,Calle Ronda Zamenhof 153,
,Calle Illa,56,FISTEC,Serveis informàtics,Informàtica i Tecnologia,41.548763,2.113883,,647104932,,qdq_2026,,1,Calle Illa 56,
,Calle Francesc Macià,40-44,PLANEA COMUNICACIONES,Serveis informàtics,Informàtica i Tecnologia,41.552988,2.098095,http://www.planea.com,937136299,,qdq_2026,,1,Calle Francesc Macià 40-44,
,Calle Rosa,9-11,SIFFON,Mobles i decoració,Mobles i Decoració,41.547289,2.108254,,937260978,,qdq_2026,,1,Calle Rosa 9-11,
,Calle Tres Creus,152,SPAIS A MIDA,Mobles,Mobles i Decoració,41.54612,2.114128,https://www.spaisamida.com,937271417,L-S 10:00-13:30/17:00-20:00,qdq_2026,,1,Calle Tres Creus 152,
,Calle Gràcia,20,LES BURRADES,Mobles i decoració,Mobles i Decoració,41.5475215,2.1073824,http://www.lesburrades.com,937221656,,qdq_2026,,1,Calle Gràcia 20,
,Calle Unió,145,"CLOS 9, S.A.",Mobles i decoració,Mobles i Decoració,41.548556,2.101193,http://www.clos9.com,937252155,,qdq_2026,,1,Calle Unió 145,
,Calle Colom,22,KAREBA VIATGES,Agència de viatges,Agències de Viatge,41.546617,2.104377,http://www.karebaviatges.com,937156659,,qdq_2026,,1,Calle Colom 22,
,Calle Arimon,,PROMOVIATGES,Agència de viatges,Agències de Viatge,41.551129,2.113074,http://www.promoviatges.com,902157381,,qdq_2026,,1,Calle Arimon,
,C/ Jovellanos,6-8,IDIOMES SABADELL,Acadèmia d'idiomes,Ensenyament i Formació,41.547642,2.10559,https://www.cursosdeidiomassabadell.com,937272127,,qdq_2026,,1,C/ Jovellanos 6-8,
,Plaza Sant Jaume,3,DALMASES,Gestoria,Gestories i Assessories,41.546537,2.104735,,937253583,,qdq_2026,,1,Plaza Sant Jaume 3,
,Calle Rambla,148,FOTOPRIX,Botiga de fotografia,Fotografia,41.54221,2.111019,,937276119,,qdq_2026,,1,Calle Rambla 148,
,Calle Sant Jaume,25,VIATGES GHEISA,Agència de viatges,Agències de Viatge,41.546214,2.104748,http://www.gheisa.es,937264188,,qdq_2026,,1,Calle Sant Jaume 25,
,Calle Sant Antoni,12,DAINA,Agència de viatges,Agències de Viatge,41.548265,2.107713,http://www.grupoeuropa.com,937478080,,qdq_2026,,1,Calle Sant Antoni 12,
,Calle Gràcia,98,ATLÀNTIDA VIATGES,Agència de viatges,Agències de Viatge,41.549668,2.105355,,937156973,,qdq_2026,,1,Calle Gràcia 98,
,Plaza Sant Roc,21,"SOLDEVILA ASSOCIATS, S.L.",Gestoria,Gestories i Assessories,41.546105,2.10796,,937259153,,qdq_2026,,1,Plaza Sant Roc 21,
,Passeig Major,51-55,GESTORIA VINYES,Gestoria,Gestories i Assessories,41.54807,2.108657,http://www.gestoriavinyes.com,937277200,,qdq_2026,,1,Passeig Major 51-55,
,Calle Avellaneda,26,"MERCADER MOLINA, S.",Gestoria,Gestories i Assessories,41.543832,2.106465,,937450618,,qdq_2026,,1,Calle Avellaneda 26,
,Calle Sant Cugat,16,IMR VIATGES,Agència de viatges,Agències de Viatge,41.545785,2.105347,http://www.imrviatges.com,933808330,,qdq_2026,,1,Calle Sant Cugat 16,
,Plaza Gas,,VOYAGER VIATGES A MIDA,Agència de viatges,Agències de Viatge,41.5455,2.10641,http://www.voyager-viatges.com,937451830,,qdq_2026,,1,Plaza Gas,
,Calle Estrella,163 bis,SBD TRAVEL SERVICE,Agència de viatges,Agències de Viatge,41.548746,2.102064,http://www.sbdtravel.com,937451505,,qdq_2026,,1,Calle Estrella 163 bis,
,Plaza Sant Roc,22,CARLSON WAGONLIT TRAVEL,Agència de viatges,Agències de Viatge,41.545953,2.108259,http://www.cwt.es,937265377,,qdq_2026,,1,Plaza Sant Roc 22,
,Ronda Zamenhof,30,VIAJES EL CORTE INGLÉS,Agència de viatges,Agències de Viatge,41.551757,2.104798,http://www.viajeselcorteingles.es,937457520,,qdq_2026,,1,Ronda Zamenhof 30,
,Calle Alemanya,1,GESTORÍA PIQUE,Gestoria,Gestories i Assessories,41.542296,2.109383,http://www.pique.cat,937276486,,qdq_2026,,1,Calle Alemanya 1,
,Carrer D'Angel Guimerà,1,INSOLIT VIATGES I AVENTURA,Agència de viatges,Agències de Viatge,41.544826,2.109624,http://www.insolitviatges.com,935769090,,qdq_2026,,1,Carrer D'Angel Guimerà 1,
,Ronda Zamenhof,137,VIATGES SERRA,Agència de viatges,Agències de Viatge,41.550626,2.100624,http://www.viatgesserra.com,937270402,,qdq_2026,,1,Ronda Zamenhof 137,
,Calle Zurbano,1,QUER ECONOMISTES S.C.P.,Gestoria,Gestories i Assessories,41.540973,2.111406,,628776252,,qdq_2026,,1,Calle Zurbano 1,
,Calle Ferran Casablancas,100,"LLEVAT ESCODA, A.",Gestoria,Gestories i Assessories,41.541815,2.106735,,937278365,,qdq_2026,,1,Calle Ferran Casablancas 100,
,Carrer Sant Oleguer,77,HOSPITAL VETERINARI DE SABADELL,Clínica veterinària,Veterinaris,41.541588,2.112537,https://www.hospitalveterinariosabadell.com,937271125,Dl-Dv 09:00-19:30,qdq_2026,,1,Carrer Sant Oleguer 77,
,Carrer Pelai Briz,s/n,ESCOLA OFICIAL D'IDIOMES DE SABADELL,Escola d'idiomes,Acadèmies d'Idiomes,41.554072,2.113576,http://www.xtec.es/eoisabadell,937262199,,qdq_2026,,1,Carrer Pelai Briz s/n,
,Calle Marià Fortuny,24,FIAC ESCOLA D'IDIOMES,Escola d'idiomes,Acadèmies d'Idiomes,41.549021,2.108665,http://www.fiac.cat,937252499,,qdq_2026,,1,Calle Marià Fortuny 24,
,Calle Jovellanos,91,CLARENCE HOUSE,Escola d'idiomes,Acadèmies d'Idiomes,41.55023,2.104064,http://www.valser.es/emp/clarence,937270663,,qdq_2026,,1,Calle Jovellanos 91,
,Calle Escola Industrial,12 b.,INTERNATIONAL HOUSE,Escola d'idiomes,Acadèmies d'Idiomes,41.54776,2.106402,http://www.ihes.com/sab,937257000,,qdq_2026,,1,Calle Escola Industrial 12 b.,
,Rambla,,VALLES TOUR,Agència de viatges,Agències de Viatge,41.542918,2.110801,,937261127,,qdq_2026,,1,Rambla,
